"","feature","anovas.Timepoint DenDF","anovas.Timepoint F value","anovas.Timepoint Mean Sq","anovas.Timepoint NumDF","anovas.Timepoint Pr(>F)","anovas.Timepoint Sum Sq","anovas.Treatment DenDF","anovas.Treatment F value","anovas.Treatment Mean Sq","anovas.Treatment NumDF","anovas.Treatment Pr(>F)","anovas.Treatment Sum Sq","anovas.Treatment:Timepoint DenDF","anovas.Treatment:Timepoint F value","anovas.Treatment:Timepoint Mean Sq","anovas.Treatment:Timepoint NumDF","anovas.Treatment:Timepoint Pr(>F)","anovas.Treatment:Timepoint Sum Sq","coefs.(Intercept) 2.5 %","coefs.(Intercept) 97.5 %","coefs.(Intercept) df","coefs.(Intercept) Estimate","coefs.(Intercept) Pr(>|t|)","coefs.(Intercept) Std. Error","coefs.(Intercept) t value","coefs.TimepointD32 2.5 %","coefs.TimepointD32 97.5 %","coefs.TimepointD32 df","coefs.TimepointD32 Estimate","coefs.TimepointD32 Pr(>|t|)","coefs.TimepointD32 Std. Error","coefs.TimepointD32 t value","coefs.Treatmentabx+FMTDNBS 2.5 %","coefs.Treatmentabx+FMTDNBS 97.5 %","coefs.Treatmentabx+FMTDNBS df","coefs.Treatmentabx+FMTDNBS Estimate","coefs.Treatmentabx+FMTDNBS Pr(>|t|)","coefs.Treatmentabx+FMTDNBS Std. Error","coefs.Treatmentabx+FMTDNBS t value","coefs.Treatmentabx+FMTDNBS:TimepointD32 2.5 %","coefs.Treatmentabx+FMTDNBS:TimepointD32 97.5 %","coefs.Treatmentabx+FMTDNBS:TimepointD32 df","coefs.Treatmentabx+FMTDNBS:TimepointD32 Estimate","coefs.Treatmentabx+FMTDNBS:TimepointD32 Pr(>|t|)","coefs.Treatmentabx+FMTDNBS:TimepointD32 Std. Error","coefs.Treatmentabx+FMTDNBS:TimepointD32 t value","anovas.Timepoint Pr(>F).BH","anovas.Treatment Pr(>F).BH","anovas.Treatment:Timepoint Pr(>F).BH","coefs.(Intercept) Pr(>|t|).BH","coefs.TimepointD32 Pr(>|t|).BH","coefs.Treatmentabx+FMTDNBS Pr(>|t|).BH","coefs.Treatmentabx+FMTDNBS:TimepointD32 Pr(>|t|).BH"
"1","Bacteria_Actinobacteriota_Actinobacteria_Bifidobacteriales_Bifidobacteriaceae_Bifidobacterium",15.9999999585707,10.0585882291558,10.7104378475351,1,0.00592148584023005,10.7104378475351,16.0000000100174,7.52695867634062,8.01474533476131,1,0.0144246002411143,8.01474533476131,15.9999999598225,6.89206008894642,7.338701967158,1,0.0183719759147342,7.338701967158,2.80519131101444,4.38649274035279,30.9730659028249,3.59584202568361,4.66986110331367e-10,0.40340063435131,8.91382342882511,1.10360723823575,3.12608236343259,15.9999999591966,2.11484480083417,0.000838386632919216,0.515947012585402,4.09895735268767,-1.36366360809666,0.872634319473607,30.9730659028858,-0.245514644311525,0.669917975748754,0.570494648169532,-0.43035398333582,-3.34566088247793,-0.485449130862331,15.9999999598225,-1.91555500667013,0.0183719759147342,0.729659262664157,-2.62527333604454,0.0141457717294385,0.0954242785181409,0.197498741083392,1.6064322195399e-09,0.00414568491233964,0.928877585524526,0.197498741083392
"2","Bacteria_Actinobacteriota_Actinobacteria_Corynebacteriales_Corynebacteriaceae_Corynebacterium",15.9999997832907,2.35233250219173,4.99166882455426,1,0.144630398952703,4.99166882455426,16.0000000742783,2.20968541802987,4.68897054433201,1,0.156585785445004,4.68897054433201,15.9999997844405,0.242244917280819,0.514045697353898,1,0.629274211888023,0.514045697353898,-0.305169768376323,1.95355621617616,30.7560455873903,0.82419322389992,0.162697049022382,0.576216196412034,1.43035414317054,-1.96397436636547,0.8911275690455,15.9999997831929,-0.536423398659985,0.47209655785257,0.728355714169151,-0.736485467505247,-2.28240694324689,0.91191397779176,30.7560455864791,-0.685246482727564,0.406892219968073,0.814892759824937,-0.840903879026702,-2.52583614859253,1.51188773042334,15.9999997844405,-0.506974209084593,0.629274211888023,1.03005052920995,-0.492183824684252,0.194347098592695,0.40313648823885,0.943679411882341,0.19433258633229,0.624620061158785,0.874818272931358,0.943679411882341
"3","Bacteria_Actinobacteriota_Actinobacteria_Micrococcales_Microbacteriaceae_Curtobacterium",15.9999999901801,7.85584645673511,3.76452590459118,1,0.0127666573247528,3.76452590459118,16.00000000385,3.41704596806872,1.63745029066156,1,0.0830933304101565,1.63745029066156,15.999999988697,18.6032975575921,8.91471033097036,1,0.00053577383714118,8.91471033097036,-3.18068412373582,-2.10590567610894,30.7310231316788,-2.64329489992238,8.33485404170771e-11,0.274183213595913,-9.6406153580869,-0.308741274042154,1.04803032095953,15.9999999890743,0.369644523458687,0.301386965101995,0.346121562871492,1.06796155776035,0.851590216190726,2.37155647337097,30.7310231318109,1.61157334478085,0.000239323802481629,0.387753619242379,4.15617873001329,-3.07062732796024,-1.15186253726628,15.999999988697,-2.11124493261326,0.000535773837141181,0.489489808442637,-4.31315401505582,0.0288929613139143,0.336388813534817,0.037940404305234,3.41332117898506e-10,0.460683427155559,0.0151963748742468,0.037940404305234
"4","Bacteria_Actinobacteriota_Actinobacteria_Micrococcales_Micrococcaceae_Rothia",15.9999999648969,21.2497480825742,14.4376209205133,1,0.000289890580386183,14.4376209205133,16.0000000293645,1.82255520122981,1.23829049642448,1,0.195799617228719,1.23829049642448,15.9999999655575,1.88584869808964,1.28129371278474,1,0.188610293116372,1.28129371278474,-1.99691557374583,-0.634882602519971,29.4133239248647,-1.3158990881329,0.000698962045035729,0.347463775347251,-3.78715475251429,0.13541769493479,1.75096253088735,15.9999999652272,0.94319011291107,0.0360480765380352,0.412136357784064,2.2885389631294,-1.8974319670241,0.0287735332828332,29.4133239238349,-0.934329216870631,0.0670852274433536,0.491387983529441,-1.90140835386271,-0.341958525670242,1.94276689195569,15.9999999655575,0.800404183142722,0.188610293116372,0.582848826725274,1.37326206460735,0.00106765978256545,0.447175954453416,0.559327076138205,0.0010363919978116,0.0885752737791721,0.507892323055967,0.559327076138205
"5","Bacteria_Actinobacteriota_Actinobacteria_Pseudonocardiales_Pseudonocardiaceae_Saccharopolyspora",31.9999999996255,10.3192679976561,7.75925695749352,1,0.00299778506018867,7.75925695749352,31.9999999996255,1.35253311545979,1.01699577806832,1,0.253435284283111,1.01699577806832,31.9999999996255,10.4465358254162,7.85495209577624,1,0.00284626666481768,7.85495209577624,-2.74590986974323,-1.54414718570605,31.9999999996255,-2.14502852772464,6.27788863100689e-08,0.30657774671283,-6.99668697654654,-0.843720131871496,0.855828954647777,31.9999999996255,0.00605441138814013,0.988945237068472,0.433566407323068,0.0139642077565957,0.497663683988707,2.19721277050798,31.9999999996255,1.34743822724834,0.0039370411161113,0.433566407323068,3.10780126063667,-3.18354875924513,-0.780023391170767,31.9999999996255,-1.98178607520795,0.00284626666481768,0.613155493425661,-3.23211011963023,0.0092074826848652,0.499440901540365,0.0611947332935802,1.58793653607821e-07,0.988945237068472,0.0846463839963929,0.0611947332935802
"6","Bacteria_Actinobacteriota_Actinobacteria_Streptomycetales_Streptomycetaceae_Allostreptomyces",15.9999980474159,6.20444828564462,2.21565953918041,1,0.0241127482493473,2.21565953918041,15.9999985949902,3.2739198685527,1.16914372613187,1,0.0892149330206012,1.16914372613187,15.9999980432822,15.0685486166645,5.38110271002891,1,0.00132350247576398,5.38110271002891,-3.06501804880219,-2.22157175104257,31.9589590548355,-2.64329489992238,1.20193991548223e-13,0.21516882565512,-12.2847484614669,-0.291745316170908,0.879500412195703,15.9999980449977,0.293877548012397,0.339976896623543,0.298792665989081,0.983550071550739,0.619978812517793,1.81279200594283,31.9589590547827,1.21638540923031,0.00035340406684295,0.304294671441362,3.99739306465217,-2.46848581858025,-0.812094224652631,15.9999980432822,-1.64029002161644,0.00132350247576398,0.422556640579373,-3.88182284715113,0.0482254964986946,0.336388813534817,0.037940404305234,1.03366832731472e-12,0.500133290490829,0.0151963748742468,0.037940404305234
"7","Bacteria_Actinobacteriota_Coriobacteriia_Coriobacteriales_Eggerthellaceae_DNF00809",15.9999994143959,11.5927917462917,10.312658382247,1,0.00362313599288851,10.312658382247,15.9999998560594,14.5547806231636,12.9475698071819,1,0.00152350970721273,12.9475698071819,15.9999994139951,2.18508224990023,1.94379466771158,1,0.15876910483227,1.94379466771158,-2.37207883025426,-0.99091259355043,31.6555578138834,-1.68149571190234,3.93813623435257e-05,0.352344800108137,-4.77230176629903,0.704009443479605,2.55259429428437,15.9999994144961,1.62830186888199,0.00327403790320915,0.471586433573822,3.45281745393359,-1.8962991026754,0.0569649211629654,31.6555578139177,-0.919667090756215,0.0743153992451111,0.498290794944565,-1.84564334739222,-2.29299541854908,0.321298348656459,15.9999994139951,-0.985848534946311,0.15876910483227,0.666923930191258,-1.4782023710914,0.0100512804964004,0.0327554587050736,0.525159346752892,7.0558274198817e-05,0.0134079647464756,0.507892323055967,0.525159346752892
"8","Bacteria_Actinobacteriota_Coriobacteriia_Coriobacteriales_Eggerthellaceae_Enterorhabdus",16.0000000077108,11.7145461535594,2.93180700383917,1,0.00348930991004028,2.93180700383917,15.9999999917451,9.69674985047837,2.42681182467072,1,0.00668155780679979,2.42681182467072,16.000000007715,1.52675463283073,0.382101864383108,1,0.23443553748589,0.382101864383108,1.76316310264502,2.61512867815413,28.7236452799784,2.18914589039957,6.21902987176739e-11,0.217342150730653,10.0723485207089,0.333663226498229,1.31417552674136,16.0000000077108,0.823919376619796,0.00457779636269919,0.250135285132097,3.29389504637334,-1.16666797072511,0.0381933008348719,28.7236452797801,-0.564237334945119,0.0767744209270648,0.307368217238626,-1.83570487545585,-1.13042063041233,0.256233162665153,16.000000007715,-0.437093733873587,0.23443553748589,0.353744712661873,-1.2356191293561,0.0100026884087821,0.0718267464230977,0.63004550699333,2.67418284485998e-10,0.0171169777040057,0.507892323055967,0.63004550699333
"9","Bacteria_Actinobacteriota_Coriobacteriia_Coriobacteriales_Eggerthellaceae_Gordonibacter",15.9999999462838,1.01247862661845,0.532596773185284,1,0.329285618061192,0.532596773185284,16.0000000144555,0.560620709084125,0.294904774075365,1,0.464875890730159,0.294904774075365,15.9999999448169,0.00882545903136804,0.00464247923700306,1,0.926320094199972,0.00464247923700306,-2.90199680089653,-1.79041973266129,30.9708576696933,-2.34620826677891,2.42152282069208e-09,0.283570789311237,-8.27380095276242,-0.476831460208071,0.944693286167393,15.9999999454465,0.233930912979661,0.528019821611067,0.362640527476084,0.645076584814665,-1.04095821864025,0.53104914688095,30.9708576686892,-0.254954535879651,0.529609640696765,0.401029656136795,-0.635749830413249,-0.956990543100702,1.05334903247245,15.9999999448169,0.0481792446858762,0.926320094199972,0.512851152222811,0.0939439142859613,0.404550902189465,0.713916546478458,0.998463917159233,7.18106767515581e-09,0.677756785948534,0.928877585524526,0.998463917159233
"10","Bacteria_Actinobacteriota_Coriobacteriia_Coriobacteriales_Eggerthellaceae_Parvibacter",31.9999999995485,1.16122581556231,0.84133785978117,1,0.289268200770218,0.84133785978117,31.9999999995485,0.0463316772804214,0.0335684874386863,1,0.830940030221202,0.0335684874386863,31.9999999995485,6.24450106211617e-05,4.52430103481467e-05,1,0.993744069746441,4.52430103481467e-05,-3.12859812710078,-1.94892966669382,31.9999999995484,-2.5387638968973,1.22109707506497e-09,0.300941361604608,-8.43607499933113,-0.50747848683482,1.16082464897648,31.9999999995485,0.32667308107083,0.448371236228898,0.425595355060262,0.767567308211283,-0.896550473666909,0.771752662144391,31.9999999995485,-0.062398905761259,0.884355253406882,0.425595355060262,-0.146615570445837,-1.18442466742243,1.17491225339147,31.9999999995485,-0.00475620701547708,0.993744069746441,0.601882723209215,-0.00790221555142365,0.365839195091746,0.866229203821435,0.998463917159233,3.88942031316992e-09,0.602498848682582,0.954397500307142,0.998463917159233
